Date,Price,Open,High,Low,Vol.,Change %
2024-12-09 00:00:00,604.68,607.69,607.86,604.08,34.74M,-0.51%
2024-12-06 00:00:00,607.81,607.44,609.07,607.02,31.24M,0.19%
2024-12-05 00:00:00,606.66,607.66,608.48,606.3,28.76M,-0.16%
2024-12-04 00:00:00,607.66,605.63,607.91,604.95,42.79M,0.62%
2024-12-03 00:00:00,603.91,603.39,604.16,602.34,26.91M,0.05%
2024-12-02 00:00:00,603.63,602.97,604.32,602.47,31.75M,0.18%
2024-11-29 00:00:00,602.55,599.66,603.35,599.38,30.18M,0.62%
2024-11-27 00:00:00,598.83,600.46,600.85,597.28,34.00M,-0.30%
2024-11-26 00:00:00,600.65,598.8,601.33,598.07,45.62M,0.52%
2024-11-25 00:00:00,597.53,599.52,600.86,595.2,42.44M,0.34%
2024-11-22 00:00:00,595.51,593.66,596.15,593.15,38.23M,0.31%
2024-11-21 00:00:00,593.67,593.4,595.12,587.45,46.75M,0.54%
2024-11-20 00:00:00,590.5,590.38,590.79,584.63,50.03M,0.03%
2024-11-19 00:00:00,590.3,584.71,591.04,584.03,49.41M,0.37%
2024-11-18 00:00:00,588.15,586.22,589.49,585.34,37.08M,0.41%
2024-11-15 00:00:00,585.75,589.72,590.2,583.86,75.99M,-1.28%
2024-11-14 00:00:00,593.35,597.32,597.81,592.65,38.90M,-0.64%
2024-11-13 00:00:00,597.19,597.37,599.23,594.96,47.39M,0.05%
2024-11-12 00:00:00,596.9,598.68,599.29,594.37,43.01M,-0.31%
2024-11-11 00:00:00,598.76,599.81,600.17,597.0,37.59M,0.10%
2024-11-08 00:00:00,598.19,596.17,599.64,596.16,46.44M,0.43%
2024-11-07 00:00:00,595.61,593.08,596.65,593.0,47.23M,0.77%
2024-11-06 00:00:00,591.04,589.2,591.93,585.39,68.18M,2.49%
2024-11-05 00:00:00,576.7,570.74,576.74,570.52,39.48M,1.21%
2024-11-04 00:00:00,569.81,571.18,572.5,567.89,38.22M,-0.22%
2024-11-01 00:00:00,571.04,571.32,575.55,570.62,45.67M,0.42%
2024-10-31 00:00:00,568.64,575.56,575.63,568.44,60.18M,-1.96%
2024-10-30 00:00:00,580.01,581.29,583.32,579.29,41.44M,-0.30%
2024-10-29 00:00:00,581.77,579.85,582.91,578.43,42.90M,0.16%
2024-10-28 00:00:00,580.83,582.58,582.71,580.52,30.17M,0.31%
2024-10-25 00:00:00,579.04,581.51,584.46,578.08,47.27M,-0.03%
2024-10-24 00:00:00,579.24,579.98,580.06,576.57,34.98M,0.22%
2024-10-23 00:00:00,577.99,581.26,581.71,574.41,49.31M,-0.91%
2024-10-22 00:00:00,583.32,581.05,584.5,580.38,34.18M,-0.05%
2024-10-21 00:00:00,583.63,583.85,584.85,580.6,36.44M,-0.16%
2024-10-18 00:00:00,584.59,584.07,585.39,582.58,37.42M,0.38%
2024-10-17 00:00:00,582.35,585.91,586.12,582.16,34.39M,0.01%
2024-10-16 00:00:00,582.3,579.78,582.83,578.96,30.73M,0.43%
2024-10-15 00:00:00,579.78,584.59,584.9,578.54,54.20M,-0.78%
2024-10-14 00:00:00,584.32,581.22,585.27,580.73,36.22M,0.82%
2024-10-11 00:00:00,579.58,576.05,580.33,575.91,42.27M,0.60%
2024-10-10 00:00:00,576.13,575.77,577.58,574.49,44.14M,-0.18%
2024-10-09 00:00:00,577.14,573.16,577.71,572.55,37.91M,0.69%
2024-10-08 00:00:00,573.17,570.42,573.78,569.53,37.40M,0.95%
2024-10-07 00:00:00,567.8,571.3,571.96,566.63,49.96M,-0.90%
2024-10-04 00:00:00,572.98,572.35,573.36,568.1,43.01M,0.91%
2024-10-03 00:00:00,567.82,567.36,569.8,565.49,40.85M,-0.18%
2024-10-02 00:00:00,568.86,567.71,569.9,565.27,38.10M,0.04%
2024-10-01 00:00:00,568.62,573.4,574.06,566.0,72.67M,-0.90%
2024-09-30 00:00:00,573.76,570.42,574.38,568.08,63.66M,0.40%
2024-09-27 00:00:00,571.47,573.39,574.22,570.42,42.10M,-0.15%
2024-09-26 00:00:00,572.3,574.38,574.71,569.9,48.34M,0.40%
2024-09-25 00:00:00,570.04,571.14,571.89,568.91,38.43M,-0.22%
2024-09-24 00:00:00,571.3,570.48,571.36,567.6,46.81M,0.29%
2024-09-23 00:00:00,569.67,569.34,570.33,568.1,44.12M,0.25%
2024-09-20 00:00:00,568.25,567.84,569.31,565.17,77.50M,-0.48%
2024-09-19 00:00:00,570.98,571.01,572.88,568.08,75.32M,1.71%
2024-09-18 00:00:00,561.4,563.74,568.69,560.83,59.04M,-0.30%
2024-09-17 00:00:00,563.07,565.1,566.58,560.79,49.32M,0.04%
2024-09-16 00:00:00,562.84,561.74,563.11,559.9,36.66M,0.15%
2024-09-13 00:00:00,562.01,559.71,563.03,559.45,39.31M,0.52%
2024-09-12 00:00:00,559.09,555.01,559.4,552.74,51.89M,0.84%
2024-09-11 00:00:00,554.42,548.7,555.36,539.96,75.25M,1.03%
2024-09-10 00:00:00,548.79,548.36,549.15,543.38,36.39M,0.44%
2024-09-09 00:00:00,546.41,544.65,547.71,542.68,40.45M,1.12%
2024-09-06 00:00:00,540.36,549.94,551.6,539.44,68.49M,-1.68%
2024-09-05 00:00:00,549.61,550.89,553.8,547.1,44.26M,-0.24%
2024-09-04 00:00:00,550.95,550.2,554.43,549.46,47.22M,-0.20%
2024-09-03 00:00:00,552.08,560.47,560.81,549.51,60.60M,-2.06%
2024-08-30 00:00:00,563.68,560.77,564.2,557.14,62.70M,0.95%
2024-08-29 00:00:00,558.35,560.31,563.68,557.18,38.72M,0.01%
2024-08-28 00:00:00,558.3,561.21,561.65,555.04,41.07M,-0.58%
2024-08-27 00:00:00,561.56,559.49,562.06,558.32,32.69M,0.14%
2024-08-26 00:00:00,560.79,563.18,563.91,559.05,35.79M,-0.24%
2024-08-23 00:00:00,562.13,559.53,563.09,557.29,50.64M,1.06%
2024-08-22 00:00:00,556.22,562.56,563.18,554.98,56.12M,-0.78%
2024-08-21 00:00:00,560.62,559.77,562.11,554.73,41.51M,0.34%
2024-08-20 00:00:00,558.7,559.15,560.84,557.33,33.73M,-0.16%
2024-08-19 00:00:00,559.61,554.73,559.61,553.86,39.12M,0.96%
2024-08-16 00:00:00,554.31,551.42,555.02,551.26,44.43M,0.22%
2024-08-15 00:00:00,553.07,549.5,553.36,548.88,60.85M,1.71%
2024-08-14 00:00:00,543.75,542.85,544.96,540.12,42.45M,0.32%
2024-08-13 00:00:00,542.04,536.53,542.28,536.28,52.33M,1.64%
2024-08-12 00:00:00,533.27,534.21,535.73,530.95,42.54M,0.05%
2024-08-09 00:00:00,532.99,529.81,534.51,528.56,45.62M,0.44%
2024-08-08 00:00:00,530.65,523.91,531.29,521.84,63.28M,2.31%
2024-08-07 00:00:00,518.66,528.47,531.59,518.05,70.70M,-0.67%
2024-08-06 00:00:00,522.15,519.22,529.75,517.87,84.83M,0.92%
2024-08-05 00:00:00,517.38,511.64,523.58,510.27,146.27M,-2.91%
2024-08-02 00:00:00,532.9,535.75,536.99,528.6,82.79M,-1.86%
2024-08-01 00:00:00,543.01,552.57,554.87,539.43,76.43M,-1.42%
2024-07-31 00:00:00,550.81,548.98,553.5,547.58,65.66M,1.63%
2024-07-30 00:00:00,542.0,546.26,547.34,538.52,46.85M,-0.51%
2024-07-29 00:00:00,544.76,546.02,547.05,542.72,39.52M,0.06%
2024-07-26 00:00:00,544.44,542.28,547.19,541.49,53.76M,1.12%
2024-07-25 00:00:00,538.41,541.35,547.46,537.45,61.16M,-0.52%
2024-07-24 00:00:00,541.23,548.86,549.17,540.29,74.52M,-2.27%
2024-07-23 00:00:00,553.78,554.54,556.73,553.28,34.44M,-0.16%
2024-07-22 00:00:00,554.65,553.0,555.27,551.02,43.35M,1.03%
2024-07-19 00:00:00,548.99,552.42,554.08,547.91,65.51M,-0.66%
2024-07-18 00:00:00,552.66,558.51,559.52,550.43,56.27M,-0.77%
2024-07-17 00:00:00,556.94,558.8,560.51,556.61,57.12M,-1.40%
2024-07-16 00:00:00,564.86,562.86,565.16,562.1,36.48M,0.59%
2024-07-15 00:00:00,561.53,562.03,564.84,559.63,40.58M,0.28%
2024-07-12 00:00:00,559.99,557.63,563.67,557.15,53.08M,0.63%
2024-07-11 00:00:00,556.48,561.44,562.33,555.83,53.05M,-0.86%
2024-07-10 00:00:00,561.32,557.07,561.67,556.77,38.70M,0.99%
2024-07-09 00:00:00,555.82,556.26,557.18,555.52,27.31M,0.10%
2024-07-08 00:00:00,555.28,555.44,556.25,554.19,36.11M,0.12%
2024-07-05 00:00:00,554.64,551.77,555.05,551.12,41.49M,0.58%
2024-07-03 00:00:00,551.46,548.69,551.83,548.65,32.79M,0.45%
2024-07-02 00:00:00,549.01,543.7,549.01,543.65,40.43M,0.67%
2024-07-01 00:00:00,545.34,545.63,545.88,542.52,40.30M,0.21%
2024-06-28 00:00:00,544.22,547.16,550.28,542.95,76.14M,-0.39%
2024-06-27 00:00:00,546.37,545.37,546.96,544.61,35.04M,0.16%
2024-06-26 00:00:00,545.51,543.69,546.24,543.03,38.55M,0.12%
2024-06-25 00:00:00,544.83,543.99,545.2,542.44,38.27M,0.39%
2024-06-24 00:00:00,542.74,544.33,546.95,542.62,45.53M,-0.33%
2024-06-21 00:00:00,544.51,544.4,545.65,543.02,64.51M,-0.46%
2024-06-20 00:00:00,547.0,549.44,550.12,545.18,70.33M,-0.27%
2024-06-18 00:00:00,548.49,547.16,548.62,546.73,41.38M,0.25%
2024-06-17 00:00:00,547.1,542.08,548.53,541.61,55.84M,0.80%
2024-06-14 00:00:00,542.78,540.88,542.81,539.85,40.09M,0.06%
2024-06-13 00:00:00,542.45,543.15,543.33,539.59,44.76M,0.20%
2024-06-12 00:00:00,541.36,541.63,544.12,540.3,63.25M,0.82%
2024-06-11 00:00:00,536.95,534.07,537.01,532.05,36.38M,0.24%
2024-06-10 00:00:00,535.66,533.18,535.99,532.57,35.73M,0.31%
2024-06-07 00:00:00,534.01,533.66,536.89,532.53,43.22M,-0.12%
2024-06-06 00:00:00,534.66,534.98,535.42,532.68,30.81M,0.00%
2024-06-05 00:00:00,534.67,530.77,534.69,528.73,47.61M,1.19%
2024-06-04 00:00:00,528.39,526.46,529.15,524.96,34.63M,0.11%
2024-06-03 00:00:00,527.8,529.02,529.31,522.6,46.84M,0.08%
2024-05-31 00:00:00,527.37,523.59,527.5,518.36,90.79M,0.91%
2024-05-30 00:00:00,522.61,524.52,525.2,521.33,46.47M,-0.66%
2024-05-29 00:00:00,526.1,525.68,527.31,525.37,45.19M,-0.70%
2024-05-28 00:00:00,529.81,530.27,530.51,527.11,36.27M,0.07%
2024-05-24 00:00:00,529.44,527.85,530.27,526.88,41.29M,0.66%
2024-05-23 00:00:00,525.96,532.96,533.07,524.72,57.21M,-0.73%
2024-05-22 00:00:00,529.83,530.65,531.38,527.6,48.39M,-0.29%
2024-05-21 00:00:00,531.36,529.28,531.52,529.07,33.44M,0.25%
2024-05-20 00:00:00,530.06,529.57,531.56,529.17,37.76M,0.12%
2024-05-17 00:00:00,529.45,528.81,529.52,527.32,59.19M,0.14%
2024-05-16 00:00:00,528.69,529.88,531.52,528.54,50.24M,-0.21%
2024-05-15 00:00:00,529.78,525.83,530.08,525.18,59.50M,1.24%
2024-05-14 00:00:00,523.3,521.11,523.83,520.56,57.54M,0.46%
2024-05-13 00:00:00,520.91,522.56,522.67,519.74,36.72M,0.01%
2024-05-10 00:00:00,520.84,521.81,522.64,519.59,52.23M,0.13%
2024-05-09 00:00:00,520.17,517.38,520.21,516.71,43.64M,0.58%
2024-05-08 00:00:00,517.19,515.26,517.74,515.14,42.05M,0.01%
2024-05-07 00:00:00,517.14,517.56,518.57,516.45,52.56M,0.11%
2024-05-06 00:00:00,516.57,513.75,516.61,513.3,47.26M,1.03%
2024-05-03 00:00:00,511.29,511.16,512.55,508.56,72.76M,1.24%
2024-05-02 00:00:00,505.03,504.15,505.89,499.55,62.55M,0.94%
2024-05-01 00:00:00,500.35,501.38,508.19,499.86,80.24M,-0.32%
2024-04-30 00:00:00,501.98,508.56,509.56,501.98,77.48M,-1.58%
2024-04-29 00:00:00,510.06,510.09,510.75,507.25,46.42M,0.35%
2024-04-26 00:00:00,508.26,506.35,509.88,505.7,64.31M,0.95%
2024-04-25 00:00:00,503.49,499.18,504.27,497.49,69.12M,-0.38%
2024-04-24 00:00:00,505.41,506.56,507.37,503.13,55.93M,-0.05%
2024-04-23 00:00:00,505.65,501.78,506.09,499.53,64.63M,1.19%
2024-04-22 00:00:00,499.72,497.83,502.38,495.43,67.96M,0.92%
2024-04-19 00:00:00,495.16,499.44,500.45,493.86,102.21M,-0.87%
2024-04-18 00:00:00,499.52,501.98,504.13,498.56,74.55M,-0.21%
2024-04-17 00:00:00,500.55,506.05,506.22,499.12,75.91M,-0.59%
2024-04-16 00:00:00,503.53,504.94,506.5,502.21,73.48M,-0.18%
2024-04-15 00:00:00,504.45,515.13,515.3,503.58,92.10M,-1.25%
2024-04-12 00:00:00,510.85,514.37,515.82,509.08,92.56M,-1.38%
2024-04-11 00:00:00,518.0,515.68,519.48,512.08,70.10M,0.75%
2024-04-10 00:00:00,514.12,513.48,516.16,512.09,82.65M,-1.00%
2024-04-09 00:00:00,519.32,520.5,520.75,514.35,68.12M,0.12%
2024-04-08 00:00:00,518.72,519.15,520.18,517.89,48.40M,0.06%
2024-04-05 00:00:00,518.43,514.46,520.44,514.01,74.55M,1.04%
2024-04-04 00:00:00,513.07,523.52,523.87,512.76,96.86M,-1.22%
2024-04-03 00:00:00,519.41,517.72,520.95,517.66,59.16M,0.11%
2024-04-02 00:00:00,518.84,518.24,518.98,516.48,74.23M,-0.64%
2024-04-01 00:00:00,522.16,523.83,524.38,520.97,62.48M,-0.17%
2024-03-28 00:00:00,523.07,523.21,524.61,522.78,96.29M,-0.02%
2024-03-27 00:00:00,523.17,521.71,523.21,519.48,83.00M,0.84%
2024-03-26 00:00:00,518.81,521.23,521.58,518.4,65.46M,-0.18%
2024-03-25 00:00:00,519.77,519.8,520.95,519.61,48.51M,-0.28%
2024-03-22 00:00:00,521.21,522.11,522.6,520.97,79.07M,-0.19%
2024-03-21 00:00:00,522.2,523.39,524.11,521.91,60.26M,0.33%
2024-03-20 00:00:00,520.48,515.77,520.62,515.08,69.59M,0.92%
2024-03-19 00:00:00,515.71,512.15,515.99,511.12,60.76M,0.56%
2024-03-18 00:00:00,512.86,514.0,515.48,512.44,88.89M,0.59%
2024-03-15 00:00:00,509.83,510.21,511.7,508.12,107.65M,-0.99%
2024-03-14 00:00:00,514.95,516.97,517.13,511.82,110.17M,-0.20%
2024-03-13 00:00:00,515.97,517.11,517.29,514.49,55.10M,-0.16%
2024-03-12 00:00:00,516.78,513.45,517.38,510.86,73.11M,1.08%
2024-03-11 00:00:00,511.28,510.48,511.88,508.5,62.56M,-0.09%
2024-03-08 00:00:00,511.72,515.46,518.22,511.13,86.53M,-0.60%
2024-03-07 00:00:00,514.81,513.14,515.89,509.81,58.65M,0.99%
2024-03-06 00:00:00,509.75,510.55,512.07,508.42,68.38M,0.51%
2024-03-05 00:00:00,507.18,510.24,510.7,504.91,72.86M,-1.00%
2024-03-04 00:00:00,512.3,512.03,514.2,512.0,49.80M,-0.11%
2024-03-01 00:00:00,512.85,508.98,513.29,508.56,76.84M,0.94%
2024-02-29 00:00:00,508.08,508.07,509.74,505.35,83.92M,0.36%
2024-02-28 00:00:00,506.26,505.33,506.86,504.96,56.51M,-0.13%
2024-02-27 00:00:00,506.93,506.7,507.16,504.75,48.85M,0.19%
2024-02-26 00:00:00,505.99,508.3,508.75,505.86,50.39M,-0.37%
2024-02-23 00:00:00,507.85,509.27,510.13,507.1,61.32M,0.07%
2024-02-22 00:00:00,507.5,504.01,508.49,503.02,76.40M,2.07%
2024-02-21 00:00:00,497.21,495.42,497.37,493.56,59.60M,0.09%
2024-02-20 00:00:00,496.76,497.72,498.41,494.45,71.74M,-0.55%
2024-02-16 00:00:00,499.51,501.7,502.87,498.75,75.53M,-0.50%
2024-02-15 00:00:00,502.01,499.29,502.2,498.8,61.68M,0.69%
2024-02-14 00:00:00,498.57,496.79,499.07,494.4,68.39M,0.91%
2024-02-13 00:00:00,494.08,494.53,497.09,490.71,113.10M,-1.38%
2024-02-12 00:00:00,500.98,501.17,503.5,500.24,56.50M,-0.04%
2024-02-09 00:00:00,501.2,498.84,501.65,498.49,63.98M,0.58%
2024-02-08 00:00:00,498.32,498.1,498.71,497.26,52.34M,0.04%
2024-02-07 00:00:00,498.1,496.29,498.53,495.36,70.56M,0.83%
2024-02-06 00:00:00,493.98,493.52,494.32,492.05,55.92M,0.29%
2024-02-05 00:00:00,492.55,493.7,494.38,490.23,75.76M,-0.36%
2024-02-02 00:00:00,494.35,489.65,496.05,489.3,99.23M,1.05%
2024-02-01 00:00:00,489.2,484.63,489.23,483.8,91.89M,1.31%
2024-01-31 00:00:00,482.88,488.62,489.08,482.86,126.01M,-1.63%
2024-01-30 00:00:00,490.89,490.56,491.62,490.11,58.62M,-0.08%
2024-01-29 00:00:00,491.27,487.73,491.42,487.17,61.32M,0.79%
2024-01-26 00:00:00,487.41,487.59,489.12,486.54,76.64M,-0.13%
2024-01-25 00:00:00,488.03,487.58,488.3,485.39,72.52M,0.54%
2024-01-24 00:00:00,485.39,487.81,488.77,484.88,81.77M,0.11%
2024-01-23 00:00:00,484.86,484.01,485.11,482.89,49.95M,0.29%
2024-01-22 00:00:00,483.45,484.01,485.22,482.78,75.84M,0.21%
2024-01-19 00:00:00,482.43,477.65,482.72,476.54,110.83M,1.25%
2024-01-18 00:00:00,476.49,474.01,477.06,472.42,91.86M,0.89%
2024-01-17 00:00:00,472.29,471.82,472.79,469.87,68.84M,-0.56%
2024-01-16 00:00:00,474.93,475.26,476.61,473.06,85.01M,-0.37%
2024-01-12 00:00:00,476.68,477.84,478.6,475.23,58.03M,0.07%
2024-01-11 00:00:00,476.35,477.59,478.12,472.26,77.94M,-0.04%
2024-01-10 00:00:00,476.56,474.16,477.45,473.87,67.31M,0.57%
2024-01-09 00:00:00,473.88,471.87,474.93,471.35,65.93M,-0.15%
2024-01-08 00:00:00,474.6,468.43,474.75,468.3,74.88M,1.43%
2024-01-05 00:00:00,467.92,467.49,470.44,466.43,86.12M,0.14%
2024-01-04 00:00:00,467.28,468.3,470.96,467.05,84.23M,-0.32%
2024-01-03 00:00:00,468.79,470.43,471.19,468.17,103.59M,-0.82%
2024-01-02 00:00:00,472.65,472.16,473.67,470.49,123.01M,-0.56%
2023-12-29 00:00:00,475.31,476.49,477.03,473.3,122.28M,-0.29%
2023-12-28 00:00:00,476.69,476.88,477.55,476.26,77.16M,0.04%
2023-12-27 00:00:00,476.51,475.44,476.66,474.89,68.00M,0.18%
2023-12-26 00:00:00,475.65,474.07,476.58,473.99,55.39M,0.42%
2023-12-22 00:00:00,473.65,473.86,475.38,471.7,67.16M,0.20%
2023-12-21 00:00:00,472.7,471.33,472.98,468.84,86.67M,0.95%
2023-12-20 00:00:00,468.26,473.96,475.89,467.82,102.92M,-1.39%
2023-12-19 00:00:00,474.84,472.53,474.92,472.45,55.76M,0.61%
2023-12-18 00:00:00,471.97,470.98,472.98,469.89,70.38M,0.56%
2023-12-15 00:00:00,469.33,469.49,470.7,467.43,141.55M,-0.57%
2023-12-14 00:00:00,472.01,472.5,473.73,469.25,119.03M,0.32%
2023-12-13 00:00:00,470.5,464.49,470.76,464.12,93.28M,1.38%
2023-12-12 00:00:00,464.1,461.63,464.2,460.6,68.33M,0.46%
2023-12-11 00:00:00,461.99,459.69,462.17,459.47,65.00M,0.39%
2023-12-08 00:00:00,460.2,457.46,460.74,457.21,83.19M,0.43%
2023-12-07 00:00:00,458.23,456.91,458.9,456.29,67.00M,0.76%
2023-12-06 00:00:00,454.76,458.81,458.84,454.31,69.12M,-0.40%
2023-12-05 00:00:00,456.6,455.26,457.59,454.87,69.79M,-0.02%
2023-12-04 00:00:00,456.69,455.6,459.12,454.34,72.43M,-0.52%
2023-12-01 00:00:00,459.1,455.77,459.65,455.16,89.18M,0.59%
2023-11-30 00:00:00,456.4,455.48,456.76,453.34,79.75M,0.39%
2023-11-29 00:00:00,454.61,457.15,458.32,454.2,63.15M,-0.07%
2023-11-28 00:00:00,454.93,454.08,456.27,453.5,62.12M,0.10%
2023-11-27 00:00:00,454.48,454.65,455.49,454.08,50.51M,-0.18%
2023-11-24 00:00:00,455.3,455.07,455.5,454.73,29.74M,0.06%
2023-11-22 00:00:00,455.02,454.98,456.38,453.89,59.45M,0.39%
2023-11-21 00:00:00,453.27,453.18,454.13,451.96,49.24M,-0.22%
2023-11-20 00:00:00,454.26,450.53,455.13,450.52,70.06M,0.77%
2023-11-17 00:00:00,450.79,450.24,451.42,449.29,83.19M,0.12%
2023-11-16 00:00:00,450.23,449.22,450.56,448.12,66.67M,0.12%
2023-11-15 00:00:00,449.68,450.11,451.38,448.8,77.33M,0.21%
2023-11-14 00:00:00,448.73,446.32,450.06,446.09,97.18M,1.94%
2023-11-13 00:00:00,440.19,439.23,441.33,438.42,52.24M,-0.10%
2023-11-10 00:00:00,440.61,435.98,440.93,433.83,89.56M,1.56%
2023-11-09 00:00:00,433.84,438.43,438.47,433.4,83.17M,-0.78%
2023-11-08 00:00:00,437.25,437.55,438.09,434.87,61.75M,0.07%
2023-11-07 00:00:00,436.93,435.69,437.58,434.51,64.26M,0.28%
2023-11-06 00:00:00,435.69,435.47,436.15,433.68,67.83M,0.23%
2023-11-03 00:00:00,434.69,433.14,436.29,433.01,100.17M,0.91%
2023-11-02 00:00:00,430.76,426.58,430.92,426.56,94.94M,1.92%
2023-11-01 00:00:00,422.66,419.2,423.5,418.65,98.07M,1.07%
2023-10-31 00:00:00,418.2,416.18,418.53,414.21,79.67M,0.63%
2023-10-30 00:00:00,415.59,413.56,416.68,412.22,86.56M,1.20%
2023-10-27 00:00:00,410.68,414.19,414.6,409.21,107.37M,-0.45%
2023-10-26 00:00:00,412.55,416.45,417.33,411.6,115.16M,-1.20%
2023-10-25 00:00:00,417.55,421.89,421.92,417.02,94.22M,-1.44%
2023-10-24 00:00:00,423.63,422.65,424.82,420.74,78.56M,0.75%
2023-10-23 00:00:00,420.46,419.61,424.45,417.8,92.04M,-0.17%
2023-10-20 00:00:00,421.19,425.98,426.54,421.08,123.92M,-1.23%
2023-10-19 00:00:00,426.43,430.95,432.82,425.73,121.32M,-0.88%
2023-10-18 00:00:00,430.21,434.19,435.18,429.09,93.56M,-1.33%
2023-10-17 00:00:00,436.02,432.81,438.14,432.45,75.32M,0.00%
2023-10-16 00:00:00,436.04,433.82,437.14,433.57,75.43M,1.05%
2023-10-13 00:00:00,431.5,435.21,436.45,429.88,95.20M,-0.50%
2023-10-12 00:00:00,433.66,436.95,437.33,431.23,81.15M,-0.61%
2023-10-11 00:00:00,436.32,435.64,436.58,433.18,62.45M,0.41%
2023-10-10 00:00:00,434.54,432.94,437.22,432.53,78.61M,0.52%
2023-10-09 00:00:00,432.29,427.58,432.88,427.01,80.37M,0.64%
2023-10-06 00:00:00,429.54,421.97,431.13,420.6,113.27M,1.19%
2023-10-05 00:00:00,424.5,424.36,425.37,421.17,70.14M,-0.04%
2023-10-04 00:00:00,424.66,422.07,425.43,420.56,87.45M,0.73%
2023-10-03 00:00:00,421.59,425.06,427.37,420.18,103.76M,-1.34%
2023-10-02 00:00:00,427.31,426.62,428.6,424.46,83.80M,-0.04%
2023-09-29 00:00:00,427.48,431.67,431.85,425.91,115.11M,-0.24%
2023-09-28 00:00:00,428.52,425.48,430.25,424.87,92.26M,0.58%
2023-09-27 00:00:00,426.05,427.09,427.67,422.29,104.71M,0.04%
2023-09-26 00:00:00,425.88,429.09,429.82,425.02,96.17M,-1.47%
2023-09-25 00:00:00,432.23,429.17,432.27,428.72,70.87M,0.42%
2023-09-22 00:00:00,430.42,432.45,434.1,429.99,100.83M,-0.22%
2023-09-21 00:00:00,431.39,435.7,435.97,431.23,104.10M,-1.65%
2023-09-20 00:00:00,438.64,444.01,444.43,438.43,82.56M,-0.92%
2023-09-19 00:00:00,442.71,442.68,443.29,439.94,66.51M,-0.21%
2023-09-18 00:00:00,443.63,443.05,444.97,442.56,55.75M,0.06%
2023-09-15 00:00:00,443.37,447.14,447.48,442.92,111.85M,-1.55%
2023-09-14 00:00:00,450.36,449.07,451.08,447.71,83.43M,0.86%
2023-09-13 00:00:00,446.51,446.22,447.71,445.08,60.20M,0.12%
2023-09-12 00:00:00,445.99,446.95,448.53,445.39,67.57M,-0.55%
2023-09-11 00:00:00,448.45,448.24,448.77,446.47,60.18M,0.66%
2023-09-08 00:00:00,445.52,444.9,447.11,444.53,62.07M,0.15%
2023-09-07 00:00:00,444.85,443.11,445.55,442.75,70.36M,-0.31%
2023-09-06 00:00:00,446.22,448.4,448.51,443.81,70.76M,-0.67%
2023-09-05 00:00:00,449.24,450.73,451.06,449.17,55.17M,-0.43%
2023-09-01 00:00:00,451.19,453.17,453.67,449.68,58.94M,0.19%
2023-08-31 00:00:00,450.35,451.65,452.83,450.16,66.08M,-0.15%
2023-08-30 00:00:00,451.01,449.51,451.67,448.78,69.05M,0.41%
2023-08-29 00:00:00,449.16,442.65,449.45,442.46,83.08M,1.45%
2023-08-28 00:00:00,442.76,442.24,443.4,439.97,61.60M,0.63%
2023-08-25 00:00:00,439.97,438.68,441.3,435.0,102.33M,0.70%
2023-08-24 00:00:00,436.89,444.69,445.22,436.86,88.52M,-1.39%
2023-08-23 00:00:00,443.03,439.25,443.67,439.1,68.44M,1.11%
2023-08-22 00:00:00,438.15,441.18,441.18,437.57,65.06M,-0.27%
2023-08-21 00:00:00,439.34,437.55,440.11,435.32,68.72M,0.65%
2023-08-18 00:00:00,436.5,433.37,437.57,433.01,98.85M,0.05%
2023-08-17 00:00:00,436.29,441.16,441.43,435.75,95.71M,-0.76%
2023-08-16 00:00:00,439.64,442.46,444.18,439.53,80.11M,-0.73%
2023-08-15 00:00:00,442.89,446.27,446.64,442.3,75.71M,-1.16%
2023-08-14 00:00:00,448.11,444.7,448.11,444.38,47.87M,0.55%
2023-08-11 00:00:00,445.65,443.97,446.7,443.35,68.69M,-0.06%
2023-08-10 00:00:00,445.91,448.19,451.7,444.7,93.01M,0.04%
2023-08-09 00:00:00,445.75,449.03,449.2,444.96,78.79M,-0.67%
2023-08-08 00:00:00,448.75,448.08,450.7,445.27,71.36M,-0.43%
2023-08-07 00:00:00,450.71,448.71,450.86,447.99,58.36M,0.87%
2023-08-04 00:00:00,446.81,450.72,452.89,446.27,100.13M,-0.45%
2023-08-03 00:00:00,448.84,448.04,450.79,447.37,64.42M,-0.29%
2023-08-02 00:00:00,450.13,453.25,453.52,449.35,93.93M,-1.39%
2023-08-01 00:00:00,456.48,456.27,457.25,455.49,55.50M,-0.29%
2023-07-31 00:00:00,457.79,457.41,458.16,456.05,62.04M,0.19%
2023-07-28 00:00:00,456.92,455.88,457.78,452.49,80.01M,0.98%
2023-07-27 00:00:00,452.49,459.02,459.44,451.55,92.19M,-0.66%
2023-07-26 00:00:00,455.51,454.47,456.99,453.38,71.05M,0.02%
2023-07-25 00:00:00,455.44,453.92,456.73,453.87,55.19M,0.27%
2023-07-24 00:00:00,454.2,453.37,455.04,452.3,54.02M,0.45%
2023-07-21 00:00:00,452.18,453.96,454.17,452.17,71.28M,0.00%
2023-07-20 00:00:00,452.18,454.17,455.1,451.44,70.59M,-0.66%
2023-07-19 00:00:00,455.2,455.01,456.43,454.11,65.89M,0.22%
2023-07-18 00:00:00,454.19,450.5,454.86,450.05,80.74M,0.74%
2023-07-17 00:00:00,450.84,449.13,451.93,449.08,52.68M,0.35%
